id,sequence,domain,response_type,task,choices,response,confidence,is_correct,task_type,condition,validity,believability,conflict,stimulus,qnum,total_qnum,rt,logRT,rt_for,statementEval
65995,20,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,93.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All humans have roalts.</p><p>Newborns have roalts.</p>,8,47,3243.60000000894,8.08443910307316,2899.30000001192,10
65995,21,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,87.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>,5,65,2357.80000001192,7.76548425986308,2737.39999999106,0
65995,22,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,91.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>,2,93,3454.0,8.14728825870662,2607.60000000894,10
65995,23,conditional,single-choice,All B are C/No A are B,Yes/No,No,82.0,1,DA,Neutral,Invalid,Believable,Conflict,<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>,7,128,4032.40000000596,8.30211701118126,2780.60000000894,10
65995,24,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,92.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All sports require gnourns.</p><p>Talking does not require gnourns.</p>,3,92,6987.0,8.85180655855245,3071.0,10
65995,25,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,88.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All things made of wood can be zabbed.</p><p>Trees can be zabbed.</p>,3,103,3170.80000001192,8.06173920096676,2982.0,10
65995,26,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,94.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>,1,118,1393.39999999106,7.2395020825896,2482.29999999702,10
65995,27,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,93.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All birds have spuckes.</p><p>Parrots have spuckes.</p>,7,9,1464.5,7.28926916626779,5375.29999999702,10
65995,28,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,93.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All dogs have zems.</p><p>Labradors have zems.</p>,4,19,632.5,6.44968022060168,2563.09999999404,10
65995,29,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,94.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All lemons are kelcks.</p><p>Oranges are kelcks.</p>,6,61,6680.60000000894,8.8069630828577,3009.69999998808,0
65995,30,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,88.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>,3,34,10227.1000000089,9.23279633879761,3748.0,10
65995,31,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,83.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All plants need draks.</p><p>Solar panels need draks.</p>,8,78,5082.19999998808,8.5334995176882,2575.0,0
65995,32,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,86.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All taizes have wheels.</p><p>Trolley suitcasees are not taizes.</p>,2,96,12071.099999994,9.3985694449841,3604.40000000596,10
65995,33,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,85.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All greembs grow leaves.</p><p>Pines are greembs.</p>,7,39,7090.80000001192,8.86655344814131,3334.89999999106,10
65995,34,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,88.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All sweabes have two legs.</p><p>Leg amputees are sweabes.</p>,2,95,3740.70000000298,8.22702803867145,2420.79999999702,0
65995,35,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,87.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All metal is urbes.</p><p>Aluminum foil is not urbes.</p>,7,70,12272.5,9.41511626593221,2818.59999999404,0
65995,36,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,84.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All things made of metal are rondsy.</p><p>Old pennies are not rondsy.</p>,4,97,2366.89999999106,7.76933636104699,3017.79999999702,0
65995,37,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,84.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All gnapting require equipment.</p><p>Talking is not gnapting.</p>,4,38,2769.09999999404,7.92627763663733,3173.5,10
65995,38,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,85.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All lava is rhully.</p><p>Water is rhully.</p>,7,59,1263.20000000298,7.14140346294379,1677.60000000894,0
65995,39,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,80.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All sherg is liquid.</p><p>Coal is sherg.</p>,6,85,1518.80000001192,7.3256758283655,3104.80000001192,0
65995,40,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,87.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>,8,37,19654.3999999911,9.88605651080599,2920.90000000596,10
65995,41,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,92.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All things that need meiv have lungs.</p><p>Dead people don't need meiv.</p>,3,108,2481.60000000894,7.81665879242588,2728.0,0
65995,42,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,92.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All hirks can walk.</p><p>Whales are hirks.</p>,1,43,583.29999999702,6.36870163375448,3050.20000000298,0
65995,43,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,91.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>,7,88,1197.0,7.08757370555797,1696.29999999702,0
65995,44,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,90.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All vehicles need rorgs.</p><p>Bicycles do not need rorgs.</p>,8,126,1345.90000000596,7.2048182132441,2505.70000000298,10
65995,45,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,91.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All fish varl.</p><p>Dolphins varl.</p>,5,21,1573.59999999404,7.36112126707106,1995.5,0
65995,46,conditional,single-choice,All B are C/No A are B,Yes/No,No,86.0,1,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All joughts are green.</p><p>Solar panels are not joughts.</p>,8,54,3529.80000001192,8.16899649110184,1667.20000000298,0
65995,47,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,89.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All greembs have branches.</p><p>Maples are greembs.</p>,6,40,1841.79999999702,7.51849863328565,1458.59999999404,10
65995,48,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,89.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>,1,122,4794.09999999404,8.47514127418312,3047.40000000596,0
65995,49,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,90.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All plants are slourby.</p><p>Mushrooms are not slourby.</p>,6,77,2997.0,8.00536706731666,2276.39999999106,10
65995,50,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,91.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All humans have frelns.</p><p>Amputees don't have frelns.</p>,3,46,1124.79999999702,7.02536052105375,1529.09999999404,0
65995,51,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,93.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All broans have feathers.</p><p>Parrots are broans.</p>,7,11,1550.69999998808,7.34646172086242,2532.5,10
65995,52,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,95.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All joughts are green.</p><p>Mushrooms are not joughts.</p>,6,53,3508.79999999702,8.16302937766277,1335.79999999702,10
65995,53,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,94.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All greembs have roots.</p><p>Oaks are greembs.</p>,2,41,7228.0,8.88571765171212,1256.0,10
65995,54,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,90.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All greembs will become tall.</p><p>Bonsai are greembs.</p>,3,42,2140.0,7.6685611080159,1588.0,0
65995,55,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,92.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All things made of metal kring.</p><p>Diamonds kring.</p>,3,98,3237.0,8.08240225392624,2277.79999999702,0
65995,56,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,92.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All skoges have legs.</p><p>Snakes are skoges.</p>,5,86,900.0,6.80239476332431,2026.59999999404,0
65995,57,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,88.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All flowers need vak.</p><p>Roses need vak.</p>,2,25,1907.39999999106,7.55349633714012,1512.20000000298,10
65995,58,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,90.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>,4,12,1552.10000000894,7.3473641316629,1795.29999999702,10
65995,59,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,91.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All trees have smeifs.</p><p>Maples have smeifs.</p>,6,117,4291.5,8.36439160115827,2240.5,10
65995,60,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,89.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All broans can fly.</p><p>Planes are not broans.</p>,4,10,3052.60000000894,8.02374896548395,1580.10000000894,0
65995,61,conditional,single-choice,All B are C/All A are B,Yes/No,No,96.0,0,MP,Neutral,Valid,Unbelievable,Conflict,<p>All things that need meiv have lungs.</p><p>Fire needs meiv.</p>,4,109,4224.5,8.3486561895929,2141.59999999404,0
65995,62,conditional,single-choice,All B are C/No A are C,Yes/No,No,89.0,0,MT,Neutral,Valid,Believable,No-conflict,<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>,4,107,5425.10000000894,8.59879161142014,2012.30000001192,0
65995,63,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,93.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All cycling requires mirts.</p><p>Swimming does not require mirts.</p>,7,14,1762.29999999702,7.47437505306863,1538.39999999106,10
65995,64,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,93.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All African countries are clett.</p><p>The North Pole is not clett.</p>,1,1,4086.69999998808,8.31549307739276,4564.09999999404,10
66020,1,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,61.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>,4,12,3885.0,8.26487826280175,2032.40000009537,6
66020,2,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,65.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All cycling requires mirts.</p><p>Swimming does not require mirts.</p>,7,14,5321.60000002384,8.57952928900309,2261.5,8
66020,3,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,71.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All things made of metal kring.</p><p>Diamonds kring.</p>,3,98,10233.7999999523,9.23345124646861,2032.69999992847,2
66020,4,conditional,single-choice,All B are C/All A are B,Yes/No,No,30.0,0,MP,Neutral,Valid,Unbelievable,Conflict,<p>All skoges have legs.</p><p>Snakes are skoges.</p>,5,86,6710.79999995232,8.81147344788914,2189.79999995232,1
66020,5,conditional,single-choice,All B are C/No A are B,Yes/No,No,8.0,1,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All joughts are green.</p><p>Solar panels are not joughts.</p>,8,54,4606.69999992847,8.43526704450186,2809.60000002384,1
66020,6,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,96.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All hirks can walk.</p><p>Whales are hirks.</p>,1,43,3036.70000004768,8.01852667848976,2728.20000004768,1
66020,7,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All Scandinavian countries are volmy.</p><p>Indonesia is not volmy.</p>,5,84,2801.70000004768,7.9379816548008,2234.39999997616,6
66020,8,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,99.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>,2,93,3320.19999992847,8.10778030103843,2048.60000002384,10
66020,9,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All things made of metal are rondsy.</p><p>Old pennies are not rondsy.</p>,4,97,2656.29999995232,7.88468945600703,2337.5,4
66020,10,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,93.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All things that are nank are bad for your health.</p><p>Salad is not nank.</p>,3,104,7760.0,8.95673761317726,1928.5,10
66020,11,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All krirks need air.</p><p>Daisies are krirks.</p>,5,55,1235.20000004768,7.11898817930912,1929.0,8
66020,12,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,100.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All greembs have branches.</p><p>Maples are greembs.</p>,6,40,3984.39999997616,8.29014201526503,2055.39999997616,7
66020,13,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,92.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All sweabes have two legs.</p><p>Leg amputees are sweabes.</p>,2,95,3087.19999992847,8.03501981020024,2114.5,4
66020,14,conditional,single-choice,All B are C/All A are C,Yes/No,No,0.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All plants need draks.</p><p>Solar panels need draks.</p>,8,78,8343.69999992847,9.02926204204677,2449.5,2
66020,15,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,76.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All gnapting require equipment.</p><p>Talking is not gnapting.</p>,4,38,3340.29999995232,8.11381590228214,1762.0,9
66020,16,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,97.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All greembs will become tall.</p><p>Bonsai are greembs.</p>,3,42,1392.79999995232,7.23907138841974,1891.0,7
66020,17,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All birds can chid.</p><p>Penguins cannot chid.</p>,1,4,1585.5,7.3686550939784,1998.80000007153,8
66020,18,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All vehicles need rorgs.</p><p>Bicycles do not need rorgs.</p>,8,126,2369.20000004768,7.77030762442294,2461.79999995232,0
66020,19,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,74.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>,4,107,4654.89999997616,8.44567570719818,2525.10000002384,1
66020,20,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,88.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All sports require gnourns.</p><p>Talking does not require gnourns.</p>,3,92,1419.10000002384,7.25777814685729,1917.40000009537,8
66020,21,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,83.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>,1,118,1463.89999997616,7.28885938616108,2073.39999997616,7
66020,22,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,93.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All metals are hwill.</p><p>Mercury is not hwill.</p>,2,71,1316.89999997616,7.18303576869807,1900.39999997616,3
66020,23,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All fish varl.</p><p>Dolphins varl.</p>,5,21,1207.79999995232,7.09655580183432,1707.10000002384,6
66020,24,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All fruits can be feffed.</p><p>Knives cannot be feffed.</p>,2,30,2613.79999995232,7.86856038014469,1688.79999995232,10
66020,25,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,26.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All mammals can jaut.</p><p>Birds can jaut.</p>,2,62,1596.90000009537,7.37581952890654,7081.10000002384,10
66020,26,conditional,single-choice,All B are C/All A are B,Yes/No,No,91.0,0,MP,Neutral,Valid,Unbelievable,Conflict,<p>All sherg is liquid.</p><p>Coal is sherg.</p>,6,85,6776.60000002384,8.8212307802311,2331.5,2
66020,27,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,68.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>,8,37,2449.89999997616,7.8038024863695,1953.29999995232,0
66020,28,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,88.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All joughts are green.</p><p>Mushrooms are not joughts.</p>,6,53,2517.10000002384,7.83086272419269,3507.10000002384,10
66020,29,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,66.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All Hult countries are cold.</p><p>Indonesia is not a Hult country.</p>,5,45,2118.69999992847,7.65855797199649,1805.19999992847,5
66020,30,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,100.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All African countries are clett.</p><p>The North Pole is not clett.</p>,1,1,2174.20000004768,7.68441605979183,2678.79999995232,5
66020,31,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,95.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All things that need meiv have lungs.</p><p>Fire needs meiv.</p>,4,109,1728.30000007153,7.45489354544783,2099.59999990463,2
66020,32,conditional,single-choice,All B are C/All A are C,Yes/No,No,29.0,1,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All trees will become crill.</p><p>Skyscrapers under construction will become crill.</p>,4,119,6780.39999997616,8.82179137624082,2177.5,2
66020,33,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,96.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All jilms are sour.</p><p>Oranges are jilms.</p>,8,52,1383.29999995232,7.2322272278463,2004.39999997616,8
66020,34,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,18.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All lemons are kelcks.</p><p>Oranges are kelcks.</p>,6,61,1934.0,7.56734567601324,2334.69999992847,0
66020,35,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,76.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>,3,34,1274.80000007153,7.15054458259929,2222.39999997616,7
66020,36,conditional,single-choice,All B are C/No A are C,Yes/No,No,24.0,0,MT,Neutral,Valid,Unbelievable,Conflict,<p>All fuel is veag.</p><p>Coal is not veag.</p>,6,33,6260.39999997616,8.74199935981254,2375.80000007153,3
66020,37,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,83.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>,7,88,1615.30000007153,7.38727597696399,1872.5,0
66020,38,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,74.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All suldes have skin.</p><p>Newborns are suldes.</p>,8,94,1267.70000004768,7.1449595139823,5412.10000002384,10
66020,39,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All dogs have zems.</p><p>Labradors have zems.</p>,4,19,1008.20000004768,6.91592184169583,2266.0,9
66020,40,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,77.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>,1,74,2130.69999992847,7.66420584317775,1861.20000004768,10
66020,41,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,74.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All greembs have roots.</p><p>Oaks are greembs.</p>,2,41,1869.30000007153,7.53331930825655,1843.5,9
66020,42,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,65.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All taizes have wheels.</p><p>Trolley suitcasees are not taizes.</p>,2,96,1782.39999997616,7.48571604971959,2119.0,0
66020,43,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,61.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All broans can fly.</p><p>Planes are not broans.</p>,4,10,5805.19999992847,8.66650934658389,1978.39999997616,0
66020,44,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,64.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All hirks have teeth.</p><p>Sharks are not hirks.</p>,5,44,1537.89999997616,7.33817312843038,2577.39999997616,0
66020,45,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,70.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All lava is rhully.</p><p>Water is rhully.</p>,7,59,2961.89999997616,7.99358623327746,1680.0,1
66020,46,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,80.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>,7,128,1202.10000002384,7.09182530633004,2651.89999997616,10
66020,47,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,82.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All flowers need vak.</p><p>Roses need vak.</p>,2,25,2364.5,7.76832186208393,2431.60000002384,9
66020,48,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,92.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All humans have roalts.</p><p>Newborns have roalts.</p>,8,47,1275.29999995232,7.15093672399546,1873.5,10
66020,49,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,74.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All birds have spuckes.</p><p>Parrots have spuckes.</p>,7,9,1256.90000009537,7.13640365100667,2174.89999997616,10
66020,50,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,100.0,0,AC,Neutral,Invalid,Unbelievable,No-conflict,<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>,1,122,4101.60000002384,8.3191324204753,1972.20000004768,7
66020,51,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,62.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All broans have feathers.</p><p>Parrots are broans.</p>,7,11,1150.79999995232,7.04821263163596,2034.0,10
66020,52,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,11.0,0,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All smolns are solid.</p><p>Ceramic is not a smoln.</p>,1,89,5477.5,8.60840407146962,2173.39999997616,0
66020,53,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,42.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All things made of wood can be zabbed.</p><p>Trees can be zabbed.</p>,3,103,3485.79999995232,8.1564528520739,2210.40000009537,10
66020,54,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,65.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All metal is urbes.</p><p>Aluminum foil is not urbes.</p>,7,70,2048.89999997616,7.62505834274152,1925.89999997616,0
66020,55,conditional,single-choice,All B are C/No A are B,Yes/No,No,63.0,1,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All things that need meiv have lungs.</p><p>Dead people don't need meiv.</p>,3,108,2789.0,7.93343838762749,2575.89999997616,0
66020,56,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,81.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All flowers need grurm.</p><p>Daisies need grurm.</p>,5,24,1751.19999992847,7.46805654616781,1894.0,10
66020,57,conditional,single-choice,All B are C/No A are B,Yes/No,No,72.0,1,DA,Neutral,Invalid,Unbelievable,No-conflict,<p>All slifth is liquid.</p><p>Water is not slifth.</p>,6,87,2958.60000002384,7.99247146246619,2164.0,0
66020,58,conditional,single-choice,All B are C/No A are B,Yes/No,No,37.0,1,DA,Neutral,Invalid,Believable,Conflict,<p>All worbl objects are fragile.</p><p>Sofas are not made of worbl.</p>,8,127,3129.79999995232,8.04872438371384,2119.19999992847,2
66020,59,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,65.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All greembs grow leaves.</p><p>Pines are greembs.</p>,7,39,1826.89999997616,7.51037582032947,1946.5,7
66020,60,conditional,single-choice,All B are C/No A are C,Yes/No,No,39.0,0,MT,Neutral,Valid,Believable,No-conflict,<p>All plants are slourby.</p><p>Mushrooms are not slourby.</p>,6,77,4381.89999997616,8.38523769925973,2212.69999992847,6
66020,61,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,73.0,1,MP,Neutral,Valid,Believable,No-conflict,<p>All krirks need water.</p><p>Roses are krirks.</p>,1,56,2362.10000002384,7.76730633287376,1825.0,10
66020,62,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,78.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All humans have frelns.</p><p>Amputees don't have frelns.</p>,3,46,1146.10000002384,7.04412015352346,4398.5,4
66020,63,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,90.0,0,AC,Neutral,Invalid,Believable,Conflict,<p>All trees have smeifs.</p><p>Maples have smeifs.</p>,6,117,1118.70000004768,7.01992257589551,1885.80000007153,7
66020,64,conditional,single-choice,All B are C/No A are C,Yes/No,No,87.0,0,MT,Neutral,Valid,Unbelievable,Conflict,<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>,5,65,1543.79999995232,7.34200218848487,2454.30000007153,1
66022,1,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,63.0,0,DA,Neutral,Invalid,Believable,Conflict,<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>,2,93,10976.3000001907,9.30349368197104,2991.09999990463,10
66022,2,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,46.0,1,MT,Neutral,Valid,Unbelievable,Conflict,<p>All fuel is veag.</p><p>Coal is not veag.</p>,6,33,10432.1999998093,9.25265245574352,2935.39999985695,0
66022,3,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,85.0,1,MT,Neutral,Valid,Believable,No-conflict,<p>All cycling requires mirts.</p><p>Swimming does not require mirts.</p>,7,14,13700.0,9.52515111181622,5034.0,10
66022,4,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,15.0,1,MP,Neutral,Valid,Unbelievable,Conflict,<p>All sherg is liquid.</p><p>Coal is sherg.</p>,6,85,17491.2999999523,9.76945889343525,7625.0,0
