id,sequence,domain,response_type,task,choices,response,task_type,response_int,response_ref,correct_int,correct_ref,for_int,for_ref,rt_int,rt_ref,validity,believability,conflict,response_changed,accuracy_gain,for_change,rt_change,condition,stimulus,qnum,total_qnum
69888,52,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,48.0,48.0,3401.0,6968.0,0,0,0,0,0,0.0,3567.0,A,<p>All fish varl.</p><p>Turtles varl.</p>,5,23
69888,53,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,Yes,0,1,45.0,47.0,4813.0,15494.0,1,1,0,1,1,2.0,10681.0,A,<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>,8,40
69888,54,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,48.0,49.0,2967.0,859.0,1,0,1,0,0,1.0,-2108.0,A,<p>All mammals can walk.</p><p>Whales are mammals.</p>,1,67
69888,55,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,46.0,46.0,4693.0,215.0,0,1,1,0,0,0.0,-4478.0,A,<p>All trees have smeifs.</p><p>Maples have smeifs.</p>,6,118
69888,56,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,41.0,46.0,4346.0,4063.0,0,1,1,0,0,5.0,-283.0,A,<p>All dogs have snouts.</p><p>Labradors have snouts.</p>,4,20
69888,57,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,47.0,43.0,2243.0,426.0,0,1,1,0,0,-4.0,-1817.0,A,<p>All flowers need grurm.</p><p>Daisies need grurm.</p>,5,26
69888,58,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,42.0,47.0,5097.0,8427.0,0,0,0,0,0,5.0,3330.0,A,<p>All joughts are green.</p><p>Solar panels are not joughts.</p>,8,57
69888,59,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,48.0,56.0,3519.0,34.0,1,0,1,0,0,8.0,-3485.0,A,<p>All skoges have legs.</p><p>Snakes are skoges.</p>,5,88
69888,60,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,49.0,45.0,1854.0,671.0,0,1,1,0,0,-4.0,-1183.0,A,<p>All trees have roots.</p><p>Oaks have roots.</p>,1,117
69888,61,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,48.0,47.0,3195.0,4960.0,0,0,0,0,0,-1.0,1765.0,A,<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>,7,90
69888,62,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,44.0,46.0,5902.0,4652.0,1,0,1,0,0,2.0,-1250.0,A,<p>All fuel is veag.</p><p>Coal is not veag.</p>,6,36
69888,63,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,53.0,53.0,4393.0,3904.0,1,1,0,0,0,0.0,-489.0,A,<p>All animals can slourb.</p><p>Mushrooms cannot slourb.</p>,6,5
69888,64,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,47.0,45.0,3999.0,9746.0,0,1,1,0,0,-2.0,5747.0,A,<p>All joughts are green.</p><p>Mushrooms are not joughts.</p>,6,56
69900,3,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,22.0,100.0,7001.10000002384,6706.39999997616,0,1,1,0,0,78.0,-294.7000000476801,B,<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>,1,77
69900,4,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,6769.30000007153,1828.0,0,1,1,0,0,0.0,-4941.30000007153,B,<p>All Scandinavian countries are cold.</p><p>Qatar is not a Scandinavian country.</p>,5,85
69900,6,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,5611.39999997616,2129.59999990463,1,1,0,0,0,0.0,-3481.80000007153,B,<p>All birds have feathers.</p><p>Parrots are birds.</p>,7,9
69900,7,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,5480.39999997616,2351.39999997616,1,1,0,0,0,0.0,-3129.0,B,<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>,4,14
69900,8,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,Yes,0,1,27.0,100.0,6482.39999997616,,1,0,1,1,1,73.0,,B,<p>All things made of metal are rondsy.</p><p>Old pennies are not rondsy.</p>,4,99
69900,9,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,100.0,100.0,6904.80000007153,1399.29999995232,1,1,0,0,0,0.0,-5505.50000011921,B,<p>All fruits can be feffed.</p><p>Knives cannot be feffed.</p>,2,33
69900,10,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,25.0,100.0,6637.10000002384,3430.5,0,1,1,0,0,75.0,-3206.60000002384,B,<p>All cycling requires shoes.</p><p>Swimming is not cycling.</p>,7,18
69900,14,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,6897.59999990463,1767.89999997616,1,0,1,0,0,0.0,-5129.69999992847,B,<p>All fruits are sweet.</p><p>Lemon is a fruit.</p>,7,30
69900,15,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,100.0,100.0,5136.10000002384,1139.5,0,1,1,0,0,0.0,-3996.60000002384,B,<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>,1,119
69900,16,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,4765.60000002384,1538.5,1,1,0,0,0,0.0,-3227.10000002384,B,<p>All krirks need water.</p><p>Roses are krirks.</p>,1,59
69900,21,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,6447.60000002384,3508.79999995232,0,1,1,0,0,0.0,-2938.80000007152,B,<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>,2,95
69900,22,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,4858.70000004768,11061.0999999046,0,1,1,0,0,0.0,6202.39999985692,B,<p>All plants are green.</p><p>Mushroom are not plants.</p>,6,78
69900,26,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,4602.90000009537,1938.20000004768,1,1,0,0,0,0.0,-2664.70000004769,B,<p>All flowers need air.</p><p>Daisies are flowers.</p>,5,24
69900,27,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,6848.5,1117.20000004768,0,0,0,0,0,0.0,-5731.29999995232,B,<p>All mammals have teeth.</p><p>Sharks are not mammals.</p>,5,70
69900,28,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,Yes,0,1,40.0,100.0,5350.60000002384,8176.29999995232,1,1,0,1,1,60.0,2825.69999992848,B,<p>All Scandinavian countries are cold.</p><p>Indonesia is not cold.</p>,5,84
69900,29,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,5148.30000007153,1058.10000002384,0,0,0,0,0,0.0,-4090.20000004769,B,<p>All metal is hard to break.</p><p>Bricks are not metal.</p>,7,72
69900,34,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,22.0,100.0,6240.10000002384,5815.69999992847,0,0,0,0,0,78.0,-424.40000009537016,B,<p>All lava is liquid.</p><p>Water is not lava.</p>,6,61
69900,35,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,50.0,23.0,6381.89999997616,18320.8000000715,1,1,0,0,0,-27.0,11938.90000009534,B,<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>,4,109
69900,36,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,4759.70000004768,1177.29999995232,0,0,0,0,0,0.0,-3582.40000009536,B,<p>All lava is liquid.</p><p>Water is liquid.</p>,7,60
69900,37,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,6502.29999995232,931.699999928474,0,0,0,0,0,0.0,-5570.6000000238455,B,<p>All fish swim.</p><p>Turtles swim.</p>,5,22
69900,39,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,Yes,1,0,0.0,100.0,6864.0,10077.1000000238,0,1,1,1,-1,100.0,3213.1000000238,B,<p>All humans have skin.</p><p>Newborns have skin.</p>,8,52
69900,40,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,0.0,100.0,3976.69999992847,14138.3999999762,0,0,0,0,0,100.0,10161.700000047731,B,<p>All taizes have wheels.</p><p>Trolley suitcases are not taizes.</p>,2,98
69900,43,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,100.0,100.0,5206.29999995232,1803.20000004768,1,0,1,0,0,0.0,-3403.09999990464,B,<p>All mammals have fur.</p><p>Hedgehogs don't have fur.</p>,5,69
69900,44,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,51.0,100.0,4022.0,1504.19999992847,1,0,1,0,0,49.0,-2517.80000007153,B,<p>All fuel is liquid.</p><p>Coal is not a liquid.</p>,6,35
69900,48,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,5266.79999995232,1754.89999997616,1,1,0,0,0,0.0,-3511.89999997616,B,<p>All animals can move.</p><p>Mushrooms cannot move.</p>,6,4
69900,49,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,Yes,1,0,100.0,100.0,6854.10000002384,980.899999976158,0,1,1,1,-1,0.0,-5873.200000047682,B,<p>All flowers need air.</p><p>Daisies need air.</p>,5,25
69900,50,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,Yes,1,0,100.0,100.0,4059.10000002384,1570.19999992847,0,0,0,1,-1,0.0,-2488.90000009537,B,<p>All plants need sunlight.</p><p>Solar panels need sunlight.</p>,8,81
69900,53,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,4809.80000007153,2148.5,0,0,0,0,0,0.0,-2661.30000007153,B,<p>All mammals can jaut.</p><p>Lizards can jaut.</p>,2,65
69900,54,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,6147.89999997616,1230.10000002384,1,1,0,0,0,0.0,-4917.79999995232,B,<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>,3,37
69900,55,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,Yes,1,0,100.0,100.0,4467.79999995232,1171.0,0,1,1,1,-1,0.0,-3296.79999995232,B,<p>All glass objects are fragile.</p><p>Hammers are not made of glass.</p>,8,38
69900,57,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,3114.0,1430.39999997616,0,0,0,0,0,0.0,-1683.60000002384,B,<p>All broans can fly.</p><p>Planes are not broans.</p>,4,12
69900,59,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,Yes,0,1,100.0,100.0,4493.60000002384,498.300000071526,1,1,0,1,1,0.0,-3995.299999952314,B,<p>All cycling requires shoes.</p><p>Swimming does not require shoes.</p>,7,17
69900,61,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,4642.70000004768,2742.10000002384,0,0,0,0,0,0.0,-1900.60000002384,B,<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>,1,122
69900,62,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,6543.70000004768,920.600000023842,0,1,1,0,0,0.0,-5623.100000023838,B,<p>All birds have feathers.</p><p>Parrots have feathers.</p>,7,10
69900,63,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,100.0,100.0,6623.20000004768,2836.60000002384,1,0,1,0,0,0.0,-3786.60000002384,B,<p>All things that need meiv have lungs.</p><p>Fire needs meiv.</p>,4,111
69906,1,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,4846.5,3240.5,1,1,0,0,0,0.0,-1606.0,A,<p>All flowers need water.</p><p>Roses are flowers.</p>,1,28
69906,2,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,97.0,100.0,5869.69999992847,3232.10000002384,1,0,1,0,0,3.0,-2637.59999990463,A,<p>All jilms are sour.</p><p>Mandarins are jilms.</p>,8,55
69906,4,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,4982.79999995232,2105.60000002384,0,0,0,0,0,0.0,-2877.19999992848,A,<p>All slifth is liquid.</p><p>Water is not slifth.</p>,6,89
69906,5,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,4026.20000004768,2765.80000007153,1,1,0,0,0,0.0,-1260.39999997615,A,<p>All trees have roots.</p><p>Oaks are trees.</p>,2,116
69906,6,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,100.0,99.0,5149.69999992847,7640.10000002384,1,0,1,0,0,-1.0,2490.40000009537,A,<p>All humans have two legs.</p><p>Leg amputees are human.</p>,2,53
69906,7,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,72.0,63.0,4610.60000002384,3592.89999997616,1,0,1,0,0,-9.0,-1017.7000000476801,A,<p>All fuel is veag.</p><p>Coal is not veag.</p>,6,36
69906,8,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,86.0,88.0,4653.80000007153,976.399999976158,1,0,1,0,0,2.0,-3677.400000095372,A,<p>All things that need oxygen have lungs.</p><p>Fire needs oxygen.</p>,4,113
69906,9,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,87.0,85.0,3846.5,1039.79999995232,1,0,1,0,0,-2.0,-2806.70000004768,A,<p>All metals are solid.</p><p>Mercury is not solid.</p>,2,76
69906,10,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,91.0,95.0,4103.0,910.600000023842,0,1,1,0,0,4.0,-3192.399999976158,A,<p>All trees have roots.</p><p>Oaks have roots.</p>,1,117
69906,12,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,Yes,0,1,7.0,13.0,5456.89999997616,3071.20000004768,1,1,0,1,1,6.0,-2385.69999992848,A,<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>,8,40
69906,13,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,94.0,100.0,4830.39999997616,1088.09999990463,1,1,0,0,0,6.0,-3742.30000007153,A,<p>All things made of wood can be used as fuel.</p><p>Trees are made of wood.</p>,4,103
69906,14,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,90.0,94.0,4592.79999995232,3374.5,0,0,0,0,0,4.0,-1218.29999995232,A,<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>,7,90
69906,15,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,3737.60000002384,1530.5,0,0,0,0,0,0.0,-2207.10000002384,A,<p>All birds can fly.</p><p>Planes are not birds.</p>,4,8
69906,16,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,100.0,100.0,4304.0,735.300000071526,1,0,1,0,0,0.0,-3568.699999928474,A,<p>All vehicles need rorgs.</p><p>Bicycles do not need rorgs.</p>,8,126
69906,17,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,100.0,100.0,4274.39999997616,1031.20000004768,1,0,1,0,0,0.0,-3243.19999992848,A,<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>,5,68
69906,18,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,4517.70000004768,870.299999952316,0,0,0,0,0,0.0,-3647.400000095364,A,<p>All vehicles have wheels.</p><p>Trolley suitcases are not vehicles.</p>,2,123
69906,19,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,4426.10000002384,2122.29999995232,1,1,0,0,0,0.0,-2303.80000007152,A,<p>All broans have feathers.</p><p>Parrots are broans.</p>,7,13
69906,20,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,4099.10000002384,1168.5,0,0,0,0,0,0.0,-2930.60000002384,A,<p>All mammals can walk.</p><p>Lizards can walk.</p>,2,66
69906,21,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,100.0,100.0,5854.29999995232,1797.70000004768,0,1,1,0,0,0.0,-4056.59999990464,A,<p>All worbl objects are fragile.</p><p>Hammers are not made of worbl.</p>,8,127
69906,22,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,4880.79999995232,1330.20000004768,1,1,0,0,0,0.0,-3550.59999990464,A,<p>All Scandinavian countries are volmy.</p><p>Indonesia is not volmy.</p>,5,86
69906,23,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,100.0,100.0,3898.70000004768,1520.29999995232,1,0,1,0,0,0.0,-2378.40000009536,A,<p>All birds can fly.</p><p>Penguins cannot fly.</p>,1,7
69906,24,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,4998.0,1844.60000002384,1,1,0,0,0,0.0,-3153.39999997616,A,<p>All cycling requires mirts.</p><p>Swimming does not require mirts.</p>,7,16
69906,25,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,53.0,77.0,5110.80000007153,2643.09999990463,1,1,0,0,0,24.0,-2467.7000001669003,A,<p>All greembs have branches.</p><p>Maples are greembs.</p>,6,43
69906,26,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,100.0,100.0,3535.39999997616,1936.0,1,0,1,0,0,0.0,-1599.39999997616,A,<p>All skoges have legs.</p><p>Snakes are skoges.</p>,5,88
69906,27,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,99.0,100.0,5426.60000002384,2195.29999995232,1,0,1,0,0,1.0,-3231.30000007152,A,<p>All things made of metal shine.</p><p>Old pennies don't shine</p>,4,102
69906,28,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,99.0,100.0,3234.40000009537,845.700000047684,1,0,1,0,0,1.0,-2388.7000000476864,A,<p>All sherg is liquid.</p><p>Coal is sherg.</p>,6,87
69906,29,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,100.0,99.0,3956.10000002384,734.799999952316,0,1,1,0,0,-1.0,-3221.3000000715238,A,<p>All joughts are green.</p><p>Mushrooms are not joughts.</p>,6,56
69906,30,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,99.0,100.0,3056.10000002384,729.199999928474,1,0,1,0,0,1.0,-2326.900000095366,A,<p>All greembs are sweet.</p><p>Lemon is a greemb.</p>,7,42
69906,31,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,100.0,100.0,5028.59999990463,1721.29999995232,1,0,1,0,0,0.0,-3307.29999995231,A,<p>All humans have two legs.</p><p>Leg amputees do not have two legs.</p>,3,54
69906,32,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,97.0,100.0,4694.30000007153,832.0,0,0,0,0,0,3.0,-3862.30000007153,A,<p>All things made of metal shine.</p><p>Diamonds shine.</p>,3,101
69906,33,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,4825.10000002384,1407.10000002384,0,0,0,0,0,0.0,-3418.0,A,<p>All joughts are green.</p><p>Solar panels are not joughts.</p>,8,57
69906,34,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,4794.19999992847,2358.5,0,0,0,0,0,0.0,-2435.69999992847,A,<p>All things that need oxygen have lungs.</p><p>Dead people don't need oxygen.</p>,3,112
69906,35,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,4985.30000007153,1874.20000004768,1,1,0,0,0,0.0,-3111.10000002385,A,<p>All fruits can be eaten.</p><p>Knives cannot be eaten.</p>,2,32
69906,36,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,3107.29999995232,1520.89999997616,0,0,0,0,0,0.0,-1586.39999997616,A,<p>All lava is rhully.</p><p>Water is rhully.</p>,7,62
69906,37,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,100.0,99.0,4318.59999990463,1105.19999992847,0,1,1,0,0,-1.0,-3213.39999997616,A,<p>All things made of wood can be used as fuel.</p><p>Trees can be used as fuel.</p>,3,104
69906,38,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,4288.30000007153,2241.0,0,0,0,0,0,0.0,-2047.3000000715301,A,<p>All vehicles have wheels.</p><p>Trolley suitcases have wheels.</p>,1,124
69906,39,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,4727.0,4518.19999992847,1,1,0,0,0,0.0,-208.80000007153012,A,<p>All things that are smoked are bad for your heath.</p><p>Salad is not bad for your health.</p>,4,108
69906,40,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,99.0,3740.0,3409.40000009537,0,0,0,0,0,-1.0,-330.59999990462984,A,<p>All hirks have teeth.</p><p>Sharks are not hirks.</p>,5,47
69906,41,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,3039.89999997616,1310.29999995232,0,0,0,0,0,0.0,-1729.60000002384,A,<p>All fish varl.</p><p>Turtles varl.</p>,5,23
69906,42,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,99.0,100.0,4514.39999997616,690.5,1,1,0,0,0,1.0,-3823.89999997616,A,<p>All dogs have snouts.</p><p>Labradors are dogs.</p>,3,19
69906,43,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,100.0,100.0,4489.20000004768,1018.70000004768,1,0,1,0,0,0.0,-3470.5,A,<p>All mammals can walk.</p><p>Whales are mammals.</p>,1,67
69906,44,conditional,single-choice,All B are C/All A are B,Yes/No,No,MP,No,No,0,0,100.0,100.0,3307.19999992847,928.800000071526,1,0,1,0,0,0.0,-2378.399999856944,A,<p>All reptiles have four limbs.</p><p>Snakes are reptiles.</p>,3,82
69906,45,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,4808.29999995232,1208.39999997616,1,1,0,0,0,0.0,-3599.89999997616,A,<p>All animals can slourb.</p><p>Mushrooms cannot slourb.</p>,6,5
69906,46,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,0.0,100.0,6500.0,2335.79999995232,1,1,0,0,0,100.0,-4164.20000004768,A,<p>All African countries are warm.</p><p>The North Pole is not warm.</p>,1,3
69906,47,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,100.0,100.0,3046.30000007153,992.0,0,1,1,0,0,0.0,-2054.30000007153,A,<p>All trees have smeifs.</p><p>Maples have smeifs.</p>,6,118
69906,48,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,100.0,100.0,3033.60000002384,2672.0,0,1,1,0,0,0.0,-361.60000002384004,A,<p>All birds have spuckes.</p><p>Parrots have spuckes.</p>,7,11
69906,49,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,100.0,100.0,2375.70000004768,1033.79999995232,0,1,1,0,0,0.0,-1341.9000000953602,A,<p>All dogs have snouts.</p><p>Labradors have snouts.</p>,4,20
69906,50,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,100.0,100.0,2654.59999990463,1007.5,0,1,1,0,0,0.0,-1647.0999999046298,A,<p>All flowers need water.</p><p>Roses need water.</p>,2,29
69906,51,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,100.0,100.0,3811.09999990463,1041.29999995232,0,1,1,0,0,0.0,-2769.79999995231,A,<p>All Hult countries are cold.</p><p>Qatar is not a Hult country.</p>,5,48
69906,52,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,100.0,100.0,3446.60000002384,1857.29999995232,0,1,1,0,0,0.0,-1589.3000000715201,A,<p>All flowers need grurm.</p><p>Daisies need grurm.</p>,5,26
69906,53,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,100.0,100.0,3120.29999995232,1077.0,0,1,1,0,0,0.0,-2043.29999995232,A,<p>All fruits can be eaten.</p><p>Knives are not fruits.</p>,1,31
69906,54,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,100.0,100.0,3262.89999997616,689.299999952316,1,1,0,0,0,0.0,-2573.6000000238437,A,<p>All krirks need air.</p><p>Daisies are krirks.</p>,5,58
69906,55,conditional,single-choice,All B are C/All A are C,Yes/No,Yes,AC,Yes,Yes,0,0,85.0,81.0,3337.89999997616,1030.10000002384,0,1,1,0,0,-4.0,-2307.79999995232,A,<p>All humans have roalts.</p><p>Newborns have roalts.</p>,8,50
69906,56,conditional,single-choice,All B are C/All A are B,Yes/No,Yes,MP,Yes,Yes,1,1,99.0,100.0,3115.09999990463,968.399999976158,1,1,0,0,0,1.0,-2146.6999999284717,A,<p>All suldes have skin.</p><p>Newborns are suldes.</p>,8,96
69906,57,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,100.0,99.0,3944.19999992847,480.600000023842,0,1,1,0,0,-1.0,-3463.599999904628,A,<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>,7,128
69906,58,conditional,single-choice,All B are C/No A are C,Yes/No,No,MT,No,No,0,0,100.0,100.0,4240.30000007153,1207.5,1,0,1,0,0,0.0,-3032.80000007153,A,<p>All metal is urbes.</p><p>Aluminum foil is not urbes.</p>,7,73
69906,59,conditional,single-choice,All B are C/No A are B,Yes/No,No,DA,No,No,1,1,40.0,100.0,4355.39999997616,5730.30000007153,0,0,0,0,0,60.0,1374.9000000953702,A,<p>All metals are solid.</p><p>Ceramic is not a metal.</p>,1,75
69906,60,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,3768.70000004768,1231.30000007153,0,0,0,0,0,0.0,-2537.39999997615,A,<p>All plants need draks.</p><p>Solar panels need draks.</p>,8,79
69906,61,conditional,single-choice,All B are C/No A are C,Yes/No,Yes,MT,Yes,Yes,1,1,100.0,100.0,5866.29999995232,1419.0,1,1,0,0,0,0.0,-4447.29999995232,A,<p>All sports require equipment.</p><p>Talking does not require equipment.</p>,3,92
69906,62,conditional,single-choice,All B are C/No A are B,Yes/No,Yes,DA,Yes,Yes,0,0,100.0,100.0,5576.89999997616,3344.39999997616,0,1,1,0,0,0.0,-2232.5,A,<p>All things that are smoked are bad for your health.</p><p>Salad is not smoked.</p>,3,107
69906,63,conditional,single-choice,All B are C/All A are C,Yes/No,No,AC,No,No,1,1,100.0,100.0,3093.80000007153,1241.0,0,0,0,0,0,0.0,-1852.8000000715301,A,<p>All lemons are kelcks.</p><p>Oranges are kelcks.</p>,6,64
