"sona_id","age","gender","condition","content","stimulus","type","validity","believability","conflict","qnum","total_qnum","response_int","response_ref","correct_int","correct_ref","rt_int","rt_ref","logRT_int","logRT_ref","for_int","for_ref","responseChange","trial_num","statementEval"
"69933",65,"Male","B","Neutral","<p>All things that are nank are bad for your health.</p><p>Salad is not nank.</p>","DA","Invalid","Believable","Conflict","3",106,"Yes","Yes","false","false",6315.39999999851,1157.70000000112,8.75074637402937,7.05419055721265,100,100,"00",2,2
"69933",65,"Male","B","Neutral","<p>All trees have snurfs.</p><p>Oaks have snurfs.</p>","AC","Invalid","Believable","Conflict","1",119,"No","No","true","true",5713.40000000037,3714.20000000112,8.65056957202708,8.21991859075925,100,100,"11",3,10
"69933",65,"Male","B","Standard","<p>All fuel is liquid.</p><p>Coal is fuel.</p>","MP","Valid","Unbelievable","Conflict","6",34,"Yes","Yes","true","true",4750.59999999963,1328,8.46602620484092,7.19142933003638,100,100,"11",4,0
"69933",65,"Male","B","Neutral","<p>All African countries are clett.</p><p>The North Pole is not clett.</p>","MT","Valid","Believable","No-conflict","1",1,"Yes","Yes","true","true",5151,1473.80000000075,8.54694614956558,7.2955993783334,100,100,"11",5,10
"69933",65,"Male","B","Standard","<p>All cycling requires shoes.</p><p>Swimming is not cycling.</p>","DA","Invalid","Believable","Conflict","7",18,"No","No","true","true",4706,3265.59999999963,8.45659356928731,8.09119879205547,100,100,"11",6,10
"69933",65,"Male","B","Standard","<p>All glass objects are fragile.</p><p>Hammers are not made of glass.</p>","DA","Invalid","Believable","Conflict","8",38,"No","No","true","true",5049.5,1592.70000000112,8.52704450746661,7.37318596825844,100,100,"11",7,10
"69933",65,"Male","B","Neutral","<p>All gheshes have snouts.</p><p>Labradors are gheshes.</p>","MP","Valid","Believable","No-conflict","3",37,"Yes","Yes","true","true",3398.20000000112,420.800000000745,8.13100115865199,6.04215766142527,100,100,"11",8,10
"69933",65,"Male","B","Standard","<p>All fish swim.</p><p>Turtles swim.</p>","AC","Invalid","Unbelievable","No-conflict","5",22,"No","No","true","true",2739.09999999963,1511.40000000037,7.91538467827154,7.32079165258687,100,100,"11",9,0
"69933",65,"Male","B","Standard","<p>All humans have skin.</p><p>Newborns have skin.</p>","AC","Invalid","Believable","Conflict","8",52,"No","No","true","true",3699,3055.90000000037,8.21581779183245,8.02482942723805,100,100,"11",10,10
"69933",65,"Male","B","Neutral","<p>All vehicles have phrods.</p><p>Trolley suitcases have phrods.</p>","AC","Invalid","Unbelievable","No-conflict","1",122,"No","No","true","true",5196.30000000075,1597.5,8.55570211284449,7.37619518625169,100,100,"11",11,0
"69933",65,"Male","B","Standard","<p>All vehicles need fuel.</p><p>Bicycles do not need fuel.</p>","MT","Valid","Unbelievable","Conflict","8",125,"No","No","false","false",4173.40000000037,1471.80000000075,8.33648633029937,7.294241420493,100,100,"00",12,0
"69933",65,"Male","B","Neutral","<p>All broans can fly.</p><p>Planes are not broans.</p>","DA","Invalid","Unbelievable","No-conflict","4",12,"No","No","true","true",4667.20000000112,1813.40000000037,8.4483145991137,7.50295881521216,100,100,"11",13,0
"69933",65,"Male","B","Neutral","<p>All flowers need vak.</p><p>Roses need vak.</p>","AC","Invalid","Believable","Conflict","2",27,"No","No","true","true",4129.59999999963,1383,8.32593582896426,7.23201033166476,100,100,"11",14,10
"69933",65,"Male","B","Neutral","<p>All things that need meiv have lungs.</p><p>Fire needs meiv.</p>","MP","Valid","Unbelievable","Conflict","4",111,"Yes","Yes","true","true",6632.69999999925,NA,8.79976724009917,NA,32,100,"11",15,0
"69933",65,"Male","B","Neutral","<p>All greembs have four limbs.</p><p>Snakes are greembs.</p>","MP","Valid","Unbelievable","Conflict","3",44,"Yes","Yes","true","true",5178.40000000037,1263,8.55225140723137,7.14124512235049,100,100,"11",16,0
"69933",65,"Male","B","Neutral","<p>All fruits can be feffed.</p><p>Knives cannot be feffed.</p>","MT","Valid","Believable","No-conflict","2",33,"Yes","Yes","true","true",6789.5,10986.9000000004,8.82313258013885,9.30445893299389,68,100,"11",17,10
"69933",65,"Male","B","Standard","<p>All trees have branches.</p><p>Maples have branches.</p>","AC","Invalid","Believable","Conflict","6",115,"No","No","true","true",4443,2576,8.39908510293591,7.85399308722424,100,100,"11",18,10
"69933",65,"Male","B","Standard","<p>All flowers need air.</p><p>Daisies need air.</p>","AC","Invalid","Believable","Conflict","5",25,"No","No","true","true",3339.59999999963,1278.5,8.11360631831973,7.15344279473124,100,100,"11",19,10
"69933",65,"Male","B","Standard","<p>All flowers need air.</p><p>Daisies are flowers.</p>","MP","Valid","Believable","No-conflict","5",24,"No","Yes","false","true",3003.09999999963,2646.5,8.00740036746207,7.88099329129804,40,100,"01",20,10
"69933",65,"Male","B","Standard","<p>All birds have feathers.</p><p>Parrots are birds.</p>","MP","Valid","Believable","No-conflict","7",9,"Yes","Yes","true","true",3247.90000000037,2544.40000000037,8.08576391263038,7.8416501448048,100,100,"11",21,10
"69933",65,"Male","B","Standard","<p>All fuel is liquid.</p><p>Coal is not a liquid.</p>","MT","Valid","Unbelievable","Conflict","6",35,"Yes","Yes","true","true",3828.09999999963,946.800000000745,8.25012387553353,6.85308787764062,100,100,"11",22,0
"69933",65,"Male","B","Neutral","<p>All things that are smoked are rorg.</p><p>Salad is not rorg.</p>","MT","Valid","Believable","No-conflict","4",109,"No","No","false","false",4746.39999999851,5642.59999999963,8.46514171494412,8.63810023117525,100,100,"00",23,9
"69933",65,"Male","B","Neutral","<p>All taizes have wheels.</p><p>Trolley suitcases are not taizes.</p>","DA","Invalid","Unbelievable","No-conflict","2",98,"No","No","true","true",5521.09999999963,1777.80000000075,8.6163323947807,7.48313192380799,100,100,"11",24,0
"69933",65,"Male","B","Neutral","<p>All smolns are solid.</p><p>Ceramic is not a smoln.</p>","DA","Invalid","Unbelievable","No-conflict","1",91,"No","No","true","true",4533.09999999963,3239.90000000037,8.41916131114306,8.08329774411265,100,100,"11",25,10
"69933",65,"Male","B","Standard","<p>All citruses are sour.</p><p>Mandarins are citruses.</p>","MP","Valid","Unbelievable","Conflict","8",15,"Yes","Yes","true","true",4313.80000000075,846.10000000149,8.36957446518845,6.74063755593222,100,100,"11",26,6
"69933",65,"Male","B","Standard","<p>All lemons are citruses.</p><p>Oranges are citruses.</p>","AC","Invalid","Unbelievable","No-conflict","6",63,"No","No","true","true",4322.40000000037,3275,8.37156608252994,8.09407314806935,100,100,"11",27,0
"69933",65,"Male","B","Standard","<p>All animals can move.</p><p>Mushrooms cannot move.</p>","MT","Valid","Believable","No-conflict","6",4,"Yes","Yes","true","true",3593.40000000037,3359.09999999963,8.18685410849858,8.11942835993415,100,100,"11",28,10
"69933",65,"Male","B","Neutral","<p>All hirks can walk.</p><p>Whales are hirks.</p>","MP","Valid","Unbelievable","Conflict","1",46,"Yes","Yes","true","true",3368,3088.30000000075,8.12207437536222,8.0353760566852,100,100,"11",29,0
"69933",65,"Male","B","Standard","<p>All fruits are sweet.</p><p>Lemon is a fruit.</p>","MP","Valid","Unbelievable","Conflict","7",30,"Yes","Yes","true","true",3534.5,1144.09999999963,8.17032712561101,7.04237358070657,100,100,"11",30,0
"69933",65,"Male","B","Standard","<p>All mammals have fur.</p><p>Hedgehogs don't have fur.</p>","MT","Valid","Unbelievable","Conflict","5",69,"Yes","Yes","true","true",3307.30000000075,3619,8.10388742552914,8.19395302356374,100,100,"11",31,0
"69933",65,"Male","B","Neutral","<p>All birds can chid.</p><p>Penguins cannot chid.</p>","MT","Valid","Unbelievable","Conflict","1",6,"Yes","Yes","true","true",4020.09999999963,3049.59999999963,8.29906205692547,8.02276571345976,100,100,"11",32,0
"69933",65,"Male","B","Standard","<p>All plants are green.</p><p>Mushroom are not plants.</p>","DA","Invalid","Believable","Conflict","6",78,"No","No","true","true",4942.20000000112,4222.09999999963,8.50556585517548,8.34808791358481,100,100,"11",33,10
"69933",65,"Male","B","Neutral","<p>All things made of metal kring.</p><p>Diamonds kring.</p>","AC","Invalid","Unbelievable","No-conflict","3",100,"Yes","No","false","true",6275.09999999963,7719,8.74434470012793,8.95144010094985,27,100,"01",34,0
"69933",65,"Male","B","Neutral","<p>All dogs have zems.</p><p>Labradors have zems.</p>","AC","Invalid","Believable","Conflict","4",21,"No","No","true","true",6113.5,3064.29999999888,8.71825471958424,8.02757443729428,100,100,"11",35,10
"69933",65,"Male","B","Standard","<p>All reptiles have legs.</p><p>Snakes are reptiles.</p>","MP","Valid","Unbelievable","Conflict","5",83,"Yes","Yes","true","true",2559.69999999925,1449.70000000112,7.84764534310633,7.27911191745762,100,100,"11",36,0
"69933",65,"Male","B","Neutral","<p>All sports require gnourns.</p><p>Talking does not require gnourns.</p>","MT","Valid","Believable","No-conflict","3",94,"No","Yes","false","true",4616.09999999963,6245.30000000075,8.43730547173136,8.73958445983673,0,100,"01",37,5
"69933",65,"Male","B","Neutral","<p>All things made of metal are rondsy.</p><p>Old pennies are not rondsy.</p>","MT","Valid","Unbelievable","Conflict","4",99,"Yes","Yes","true","true",5077.09999999963,NA,8.53249551142461,NA,100,100,"11",38,0
"69933",65,"Male","B","Standard","<p>All Scandinavian countries are cold.</p><p>Qatar is not a Scandinavian country.</p>","DA","Invalid","Believable","Conflict","5",85,"No","No","true","true",4109,1350.60000000149,8.32093496888341,7.20830421714184,100,100,"11",39,0
"69933",65,"Male","B","Standard","<p>All cycling requires shoes.</p><p>Swimming does not require shoes.</p>","MT","Valid","Believable","No-conflict","7",17,"Yes","Yes","true","true",4388.40000000037,1643.70000000112,8.38671997494342,7.40470507721316,100,100,"11",40,10
"69933",65,"Male","B","Standard","<p>All lava is liquid.</p><p>Water is liquid.</p>","AC","Invalid","Unbelievable","No-conflict","7",60,"No","No","true","true",3677.20000000112,2524.59999999963,8.2099068719899,7.83383791331861,100,100,"11",41,0
"69933",65,"Male","B","Neutral","<p>All nusks can be eaten.</p><p>Knives are not nusks.</p>","DA","Invalid","Believable","Conflict","1",77,"No","No","true","true",3934.09999999963,4005.59999999963,8.27743741804628,8.29544866101564,100,100,"11",42,10
"69933",65,"Male","B","Neutral","<p>All humans have frelns.</p><p>Amputees don't have frelns.</p>","MT","Valid","Unbelievable","Conflict","3",49,"Yes","Yes","true","true",3384.5,3257,8.12696146394866,8.08856180527623,100,100,"11",43,0
"69933",65,"Male","B","Neutral","<p>All trees will become crill.</p><p>Skyscrapers under construction will become crill.</p>","AC","Invalid","Unbelievable","No-conflict","4",120,"No","No","true","true",5234.40000000037,NA,8.5630075035556,NA,100,100,"11",44,0
"69933",65,"Male","B","Standard","<p>All mammals have teeth.</p><p>Sharks are not mammals.</p>","DA","Invalid","Unbelievable","No-conflict","5",70,"Yes","No","false","true",3078.20000000112,9065.5,8.03210028954622,9.11223127886586,100,100,"01",45,0
"69933",65,"Male","B","Neutral","<p>All metals are hwill.</p><p>Mercury is not hwill.</p>","MT","Valid","Unbelievable","Conflict","2",74,"Yes","Yes","true","true",3752.59999999963,3870.70000000112,8.23020421205318,8.26119064822053,100,100,"11",46,0
"69933",65,"Male","B","Standard","<p>All glass objects are fragile.</p><p>Sofas are not fragile.</p>","MT","Valid","Believable","No-conflict","8",39,"Yes","Yes","true","true",4443.80000000075,2071.10000000149,8.39926514524651,7.63583514608283,100,100,"11",47,10
"69933",65,"Male","B","Standard","<p>All Scandinavian countries are cold.</p><p>Indonesia is not cold.</p>","MT","Valid","Believable","No-conflict","5",84,"Yes","Yes","true","true",3644.09999999963,3280,8.20086470037423,8.09559870137819,100,100,"11",48,10
"69933",65,"Male","B","Standard","<p>All trees have branches.</p><p>Maples are trees.</p>","MP","Valid","Believable","No-conflict","6",114,"Yes","Yes","true","true",2194.69999999925,1177,7.69380064190847,7.07072410726028,100,100,"11",49,10
"69933",65,"Male","B","Standard","<p>All metal is hard to break.</p><p>Bricks are not metal.</p>","DA","Invalid","Unbelievable","No-conflict","7",72,"No","No","true","true",4204.59999999963,944.5,8.34393444303094,6.85065568694156,100,100,"11",50,0
"69933",65,"Male","B","Standard","<p>All plants need sunlight.</p><p>Solar panels need sunlight.</p>","AC","Invalid","Unbelievable","No-conflict","8",81,"No","No","true","true",3292,1216.59999999963,8.09925056179696,7.1038153618863,100,100,"11",51,0
"69933",65,"Male","B","Standard","<p>All lava is liquid.</p><p>Water is not lava.</p>","DA","Invalid","Unbelievable","No-conflict","6",61,"No","No","true","true",3474.40000000037,1878.89999999851,8.15317708122072,7.53844177819868,100,100,"11",52,0
"69933",65,"Male","B","Standard","<p>All metal is hard to break.</p><p>Aluminum foil is not hard to break.</p>","MT","Valid","Unbelievable","Conflict","7",71,"Yes","Yes","true","true",5136,4329.69999999925,8.5440298453698,8.37325353453145,100,100,"11",53,0
"69933",65,"Male","B","Neutral","<p>All gnapting require equipment.</p><p>Talking is not gnapting.</p>","DA","Invalid","Believable","Conflict","4",41,"Yes","No","false","true",4020,6619.10000000149,8.29903718161307,8.79771468802738,100,100,"01",54,10
"69933",65,"Male","B","Neutral","<p>All sweabes have two legs.</p><p>Leg amputees are sweabes.</p>","MP","Valid","Unbelievable","Conflict","2",97,"Yes","Yes","true","true",6028.79999999888,5673.59999999963,8.7043032649418,8.64357911587982,100,100,"11",55,0
"69933",65,"Male","B","Neutral","<p>All mammals can jaut.</p><p>Lizards can jaut.</p>","AC","Invalid","Unbelievable","No-conflict","2",65,"No","No","true","true",3698.69999999925,2953.09999999963,8.21573668554242,7.99061074503768,100,100,"11",56,0
"69933",65,"Male","B","Standard","<p>All humans have skin.</p><p>Newborns are human.</p>","MP","Valid","Believable","No-conflict","8",51,"Yes","Yes","true","true",2635.40000000037,612.900000000373,7.87679025211129,6.41820179049229,100,100,"11",57,10
"69933",65,"Male","B","Standard","<p>All plants need sunlight.</p><p>Solar panels are not plants.</p>","DA","Invalid","Unbelievable","No-conflict","8",80,"No","No","true","true",3311.29999999888,1401.40000000037,8.10509614050969,7.2452270159367,100,100,"11",58,0
"69933",65,"Male","B","Neutral","<p>All things that need meiv have lungs.</p><p>Dead people don't need meiv.</p>","DA","Invalid","Unbelievable","No-conflict","3",110,"Yes","Yes","false","false",5631,6228.40000000037,8.63604232525462,8.73687475696733,100,100,"00",59,0
"69933",65,"Male","B","Neutral","<p>All things made of wood can be zabbed.</p><p>Trees can be zabbed.</p>","AC","Invalid","Believable","Conflict","3",105,"No","No","true","true",5337,2803.19999999925,8.58241897633394,7.93851690074181,100,100,"11",60,10
"69933",65,"Male","B","Neutral","<p>All Strish countries are warm.</p><p>The North Pole is not a Strish country.</p>","DA","Invalid","Believable","Conflict","2",95,"No","No","true","true",4660.59999999963,1363.19999999925,8.44689947419616,7.2175901560745,100,100,"11",61,10
"69933",65,"Male","B","Neutral","<p>All greembs have roots.</p><p>Oaks are greembs.</p>","MP","Valid","Believable","No-conflict","2",45,"Yes","Yes","true","true",2419.40000000037,732.900000000373,7.7912748545259,6.59700926693231,100,100,"11",62,10
"69933",65,"Male","B","Standard","<p>All birds have feathers.</p><p>Parrots have feathers.</p>","AC","Invalid","Believable","Conflict","7",10,"No","No","true","true",2801.5,1465.59999999963,7.93791026700534,7.29001999391961,100,100,"11",63,10
"69933",65,"Male","B","Neutral","<p>All brubs can be used as fuel.</p><p>Trees are brubs.</p>","MP","Valid","Believable","No-conflict","4",14,"Yes","Yes","true","true",3090.5,573.799999998882,8.03608816909933,6.35228090354532,100,100,"11",64,10
"69937",25,"Male","A","Neutral","<p>All smolns are hard to break.</p><p>Bricks are not smolns.</p>","DA","Invalid","Unbelievable","No-conflict","7",90,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"69937",25,"Male","A","Neutral","<p>All vehicles need rorgs.</p><p>Bicycles do not need rorgs.</p>","MT","Valid","Unbelievable","Conflict","8",126,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"69937",25,"Male","A","Neutral","<p>All joughts are green.</p><p>Solar panels are not joughts.</p>","DA","Invalid","Unbelievable","No-conflict","8",57,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2
"69937",25,"Male","A","Neutral","<p>All plants need draks.</p><p>Solar panels need draks.</p>","AC","Invalid","Unbelievable","No-conflict","8",79,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3
"69937",25,"Male","A","Neutral","<p>All animals can slourb.</p><p>Mushrooms cannot slourb.</p>","MT","Valid","Believable","No-conflict","6",5,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8
"69937",25,"Male","A","Neutral","<p>All worbl objects are fragile.</p><p>Hammers are not made of worbl.</p>","DA","Invalid","Believable","Conflict","8",127,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10
"69937",25,"Male","A","Neutral","<p>All fuel is veag.</p><p>Coal is not veag.</p>","MT","Valid","Unbelievable","Conflict","6",36,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0
"69937",25,"Male","A","Standard","<p>All African countries are warm.</p><p>The North Pole is not warm.</p>","MT","Valid","Believable","No-conflict","1",3,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10
"69937",25,"Male","A","Standard","<p>All things made of metal shine.</p><p>Old pennies don't shine</p>","MT","Valid","Unbelievable","Conflict","4",102,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3
"69937",25,"Male","A","Standard","<p>All metals are solid.</p><p>Mercury is not solid.</p>","MT","Valid","Unbelievable","Conflict","2",76,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7
"69937",25,"Male","A","Standard","<p>All birds can fly.</p><p>Penguins cannot fly.</p>","MT","Valid","Unbelievable","Conflict","1",7,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7
"69937",25,"Male","A","Standard","<p>All mammals can walk.</p><p>Whales are mammals.</p>","MP","Valid","Unbelievable","Conflict","1",67,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0
"69937",25,"Male","A","Neutral","<p>All Hult countries are cold.</p><p>Qatar is not a Hult country.</p>","DA","Invalid","Believable","Conflict","5",48,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0
"69937",25,"Male","A","Neutral","<p>All metal is urbes.</p><p>Aluminum foil is not urbes.</p>","MT","Valid","Unbelievable","Conflict","7",73,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9
"69937",25,"Male","A","Standard","<p>All sports require equipment.</p><p>Talking is not a sport.</p>","DA","Invalid","Believable","Conflict","4",93,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10
"69937",25,"Male","A","Standard","<p>All birds can fly.</p><p>Planes are not birds.</p>","DA","Invalid","Unbelievable","No-conflict","4",8,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0
"69937",25,"Male","A","Standard","<p>All things that are smoked are bad for your health.</p><p>Salad is not smoked.</p>","DA","Invalid","Believable","Conflict","3",107,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,10
"69937",25,"Male","A","Standard","<p>All humans have two legs.</p><p>Leg amputees do not have two legs.</p>","MT","Valid","Unbelievable","Conflict","3",54,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0
"69937",25,"Male","A","Standard","<p>All things that need oxygen have lungs.</p><p>Dead people don't need oxygen.</p>","DA","Invalid","Unbelievable","No-conflict","3",112,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0
"69937",25,"Male","A","Standard","<p>All vehicles have wheels.</p><p>Trolley suitcases have wheels.</p>","AC","Invalid","Unbelievable","No-conflict","1",124,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3
"69937",25,"Male","A","Neutral","<p>All yempting requires shoes.</p><p>Swimming is not yempting.</p>","DA","Invalid","Believable","Conflict","7",128,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6
"69937",25,"Male","A","Standard","<p>All mammals can walk.</p><p>Lizards can walk.</p>","AC","Invalid","Unbelievable","No-conflict","2",66,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3
"69937",25,"Male","A","Standard","<p>All things made of wood can be used as fuel.</p><p>Trees can be used as fuel.</p>","AC","Invalid","Believable","Conflict","3",104,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,23,9
"69937",25,"Male","A","Neutral","<p>All skoges have legs.</p><p>Snakes are skoges.</p>","MP","Valid","Unbelievable","Conflict","5",88,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,3
"69937",25,"Male","A","Standard","<p>All trees will become tall.</p><p>Skyscrapers under construction will become tall.</p>","AC","Invalid","Unbelievable","No-conflict","4",121,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,25,8
"69937",25,"Male","A","Standard","<p>All vehicles have wheels.</p><p>Trolley suitcases are not vehicles.</p>","DA","Invalid","Unbelievable","No-conflict","2",123,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0
"69937",25,"Male","A","Standard","<p>All metals are solid.</p><p>Ceramic is not a metal.</p>","DA","Invalid","Unbelievable","No-conflict","1",75,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,27,8
"69937",25,"Male","A","Neutral","<p>All slifth is liquid.</p><p>Water is not slifth.</p>","DA","Invalid","Unbelievable","No-conflict","6",89,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0
"69937",25,"Male","A","Neutral","<p>All hirks have teeth.</p><p>Sharks are not hirks.</p>","DA","Invalid","Unbelievable","No-conflict","5",47,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0
"69937",25,"Male","A","Standard","<p>All trees have roots.</p><p>Oaks have roots.</p>","AC","Invalid","Believable","Conflict","1",117,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,9
"69937",25,"Male","A","Neutral","<p>All sherg is liquid.</p><p>Coal is sherg.</p>","MP","Valid","Unbelievable","Conflict","6",87,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,31,8
"69937",25,"Male","A","Neutral","<p>All fish varl.</p><p>Turtles varl.</p>","AC","Invalid","Unbelievable","No-conflict","5",23,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,32,10
"69937",25,"Male","A","Neutral","<p>All flowers need grurm.</p><p>Daisies need grurm.</p>","AC","Invalid","Believable","Conflict","5",26,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,33,10
"69937",25,"Male","A","Standard","<p>All dogs have snouts.</p><p>Labradors have snouts.</p>","AC","Invalid","Believable","Conflict","4",20,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,34,10
"69937",25,"Male","A","Neutral","<p>All mammals have bribbs.</p><p>Hedgehogs don't have bribbs.</p>","MT","Valid","Unbelievable","Conflict","5",68,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3
"69937",25,"Male","A","Standard","<p>All reptiles have four limbs.</p><p>Snakes are reptiles.</p>","MP","Valid","Unbelievable","Conflict","3",82,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0
"69937",25,"Male","A","Standard","<p>All things made of metal shine.</p><p>Diamonds shine.</p>","AC","Invalid","Unbelievable","No-conflict","3",101,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,37,10
"69937",25,"Male","A","Standard","<p>All sports require equipment.</p><p>Talking does not require equipment.</p>","MT","Valid","Believable","No-conflict","3",92,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3
"69937",25,"Male","A","Neutral","<p>All lava is rhully.</p><p>Water is rhully.</p>","AC","Invalid","Unbelievable","No-conflict","7",62,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0
"69937",25,"Male","A","Neutral","<p>All suldes have skin.</p><p>Newborns are suldes.</p>","MP","Valid","Believable","No-conflict","8",96,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,40,9
"69937",25,"Male","A","Standard","<p>All humans have two legs.</p><p>Leg amputees are human.</p>","MP","Valid","Unbelievable","Conflict","2",53,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0
"69937",25,"Male","A","Standard","<p>All flowers need water.</p><p>Roses need water.</p>","AC","Invalid","Believable","Conflict","2",29,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,42,8
"69937",25,"Male","A","Standard","<p>All fruits can be eaten.</p><p>Knives are not fruits.</p>","DA","Invalid","Believable","Conflict","1",31,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,43,7
"69937",25,"Male","A","Neutral","<p>All greembs are sweet.</p><p>Lemon is a greemb.</p>","MP","Valid","Unbelievable","Conflict","7",42,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2
"69937",25,"Male","A","Standard","<p>All things that need oxygen have lungs.</p><p>Fire needs oxygen.</p>","MP","Valid","Unbelievable","Conflict","4",113,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3
"69937",25,"Male","A","Neutral","<p>All Scandinavian countries are volmy.</p><p>Indonesia is not volmy.</p>","MT","Valid","Believable","No-conflict","5",86,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,46,0
"69937",25,"Male","A","Standard","<p>All flowers need water.</p><p>Roses are flowers.</p>","MP","Valid","Believable","No-conflict","1",28,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,47,8
"69937",25,"Male","A","Neutral","<p>All cycling requires mirts.</p><p>Swimming does not require mirts.</p>","MT","Valid","Believable","No-conflict","7",16,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,48,10
"69937",25,"Male","A","Neutral","<p>All greembs have branches.</p><p>Maples are greembs.</p>","MP","Valid","Believable","No-conflict","6",43,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,49,10
"69937",25,"Male","A","Neutral","<p>All lemons are kelcks.</p><p>Oranges are kelcks.</p>","AC","Invalid","Unbelievable","No-conflict","6",64,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0
"69937",25,"Male","A","Standard","<p>All African countries are warm.</p><p>The North Pole is not an African country.</p>","DA","Invalid","Believable","Conflict","2",2,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,51,3
"69937",25,"Male","A","Standard","<p>All dogs have snouts.</p><p>Labradors are dogs.</p>","MP","Valid","Believable","No-conflict","3",19,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,52,8
"69937",25,"Male","A","Neutral","<p>All birds have spuckes.</p><p>Parrots have spuckes.</p>","AC","Invalid","Believable","Conflict","7",11,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,53,8
"69937",25,"Male","A","Neutral","<p>All joughts are green.</p><p>Mushrooms are not joughts.</p>","DA","Invalid","Believable","Conflict","6",56,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,54,3
"69937",25,"Male","A","Standard","<p>All things made of wood can be used as fuel.</p><p>Trees are made of wood.</p>","MP","Valid","Believable","No-conflict","4",103,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,55,3
"69937",25,"Male","A","Standard","<p>All things that are smoked are bad for your heath.</p><p>Salad is not bad for your health.</p>","MT","Valid","Believable","No-conflict","4",108,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,4
"69937",25,"Male","A","Neutral","<p>All glass objects are sarky.</p><p>Sofas are not sarky.</p>","MT","Valid","Believable","No-conflict","8",40,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,57,7
