subject_id,sequence,item_id,task_type,task_formal,model_task_index,model_premise_1,model_premise_2,number_models_generated,model_merge_status,model_premises_match
65322,64,127,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65323,1,105,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,2,123,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,3,6,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,4,75,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,5,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,6,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,7,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,8,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,9,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,10,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,11,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,12,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,13,16,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,14,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,15,91,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,16,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,17,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,18,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,19,31,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,20,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,21,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,22,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,23,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,24,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,25,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,26,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,27,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,28,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,29,58,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,30,110,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,31,28,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,32,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,33,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,34,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,35,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,36,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,37,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,38,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,39,72,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,40,67,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,41,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,42,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,43,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,44,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,45,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,46,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,47,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,48,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,49,69,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,50,79,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,51,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,52,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,53,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,54,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,55,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,56,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,57,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65323,58,36,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,59,2,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,60,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,61,76,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65323,62,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65323,63,82,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65323,64,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,1,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,2,28,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,3,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,4,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,5,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,6,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,7,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,8,105,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,9,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,10,67,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,11,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,12,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,13,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,14,16,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,15,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,16,110,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,17,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,18,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,19,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,20,36,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,21,2,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,22,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,23,6,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,24,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,25,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,26,79,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,27,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,28,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,29,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,30,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,31,75,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,32,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,33,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,34,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,35,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,36,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,37,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,38,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,39,76,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,40,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,41,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,42,91,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,43,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,44,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,45,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,46,31,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,47,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,48,82,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,49,58,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,50,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,51,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,52,69,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,53,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,54,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,55,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,56,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65466,57,123,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,58,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,59,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,60,72,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65466,61,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,62,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65466,63,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65466,64,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65502,1,37,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,2,84,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,3,1,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,4,47,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,5,117,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,6,61,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,7,54,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,8,42,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,9,88,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,10,46,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,11,85,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,12,104,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,13,45,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,14,122,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,15,118,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,16,127,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,17,9,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,18,94,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,19,71,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,20,34,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,21,96,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,22,11,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,23,97,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,24,103,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,25,86,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,26,4,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,27,10,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,28,38,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,29,92,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,30,21,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,31,87,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,32,52,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,33,12,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,34,53,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,35,43,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,36,109,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,37,39,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,38,93,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,39,59,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,40,128,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,41,78,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,42,65,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,43,70,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,44,41,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,45,77,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,46,119,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,47,24,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,48,25,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,49,40,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,50,62,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,51,89,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,52,98,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,53,107,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,54,74,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,55,14,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,56,33,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,57,56,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,58,95,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,59,44,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,60,55,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65502,61,108,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65502,62,126,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65502,63,19,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65502,64,30,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,1,125,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,2,20,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,3,124,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,4,49,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,5,111,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,6,101,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,7,64,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,8,57,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,9,50,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,10,2,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,11,3,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,12,23,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,13,36,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,14,63,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,15,31,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,16,67,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,17,83,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,18,7,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,19,26,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,20,8,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,21,113,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,22,105,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,23,22,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,24,76,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,25,73,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,26,16,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,27,60,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,28,90,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,29,5,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,30,120,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,31,75,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,32,32,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,33,69,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,34,81,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,35,48,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,36,79,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,37,91,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,38,29,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,39,112,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,40,35,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,41,13,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,42,80,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,43,121,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,44,106,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,45,123,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,46,58,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,47,116,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,48,28,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,49,27,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,50,68,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,51,114,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,52,51,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,53,15,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,54,82,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,55,72,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,56,17,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,57,18,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,58,6,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,59,66,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65554,60,102,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,61,110,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65554,62,99,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65554,63,115,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65554,64,100,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,1,109,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,2,55,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,3,127,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,4,93,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,5,40,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,6,84,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,7,87,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,8,34,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,9,59,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,10,30,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,11,38,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,12,61,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,13,97,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,14,94,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,15,122,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,16,85,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,17,70,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,18,118,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,19,92,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,20,47,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,21,95,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,22,52,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,23,44,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,24,11,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,25,86,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,26,62,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,27,71,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,28,119,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,29,78,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,30,128,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,31,37,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,32,65,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,33,41,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,34,98,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,35,54,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,36,74,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,37,117,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,38,107,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,39,39,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,40,45,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,41,12,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,42,108,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,43,4,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,44,42,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,45,104,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,46,1,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,47,56,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65585,48,46,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,49,88,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,50,103,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,51,21,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,52,33,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,53,96,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,54,53,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,55,9,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,56,14,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,57,24,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,58,77,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,59,10,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,60,19,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,61,126,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65585,62,89,DA,All B are C/No A are B,4,All B are C,No A are B,6.65,both,True
65585,63,25,AC,All B are C/All A are C,3,All B are C,All A are C,2.85,both,True
65585,64,43,MP,All B are C/All A are B,2,All B are C,All A are B,2.75,both,True
65909,1,44,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65909,2,117,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65909,3,104,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65909,4,25,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65909,5,74,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65909,6,85,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65909,7,42,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65909,8,43,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65909,9,71,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65909,10,55,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65909,11,47,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65909,12,62,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65909,13,19,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65909,14,98,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65909,15,78,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65909,16,45,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65909,17,107,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
65909,18,109,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65909,19,56,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65909,20,61,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65909,21,86,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65909,22,53,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65909,23,108,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65909,24,24,AC,All B are C/All A are C,3,All B are C,All A are C,2.1,both,True
65909,25,93,DA,All B are C/No A are B,4,All B are C,No A are B,2.75,both,True
65909,26,40,MP,All B are C/All A are B,2,All B are C,All A are B,2.0,both,True
65909,27,70,MT,All B are C/No A are C,1,All B are C,No A are C,2.0,both,True
